method	contrast	effect_direction	ontology	GO_ID	term_label	term_clean	pvalue	p_adjust	qvalue	count	effect	signed_effect	primary_category	category_label	effect_fmt	padj_fmt
ORA	P_OL_vs_P_BL	all_DEGs	MF	GO:0050840	MF: extracellular matrix binding	extracellular matrix binding	5.18389362060693e-06	0.000461366532234017	0.000425624949902464	4	28.9082628497072	11.3646389134644	matriz_adhesion	Matriz extracelular/adhesion	11.36	4.61e-04
ORA	P_OL_vs_P_BL	all_DEGs	CC	GO:0036379	CC: myofilament	myofilament	2.90091985972043e-05	0.000541505040481146	0.000478397310199509	3	44.5795148247978	11.8110925206729	musculo_sarcomero	Musculo/sarcomero	11.81	5.42e-04
ORA	P_OL_vs_P_BL	all_DEGs	CC	GO:0062023	CC: collagen-containing extracellular matrix	collagen-containing extracellular matrix	2.11338281356484e-05	0.000541505040481146	0.000478397310199509	6	9.67617376042124	7.22530844615722	matriz_adhesion	Matriz extracelular/adhesion	7.23	5.42e-04
ORA	P_OL_vs_P_BL	all_DEGs	BP	GO:0055005	BP: ventricular cardiac myofibril assembly	ventricular cardiac myofibril assembly	1.34318382314919e-05	0.00107902433792985	0.0009378722133568	3	57.6895368782161	13.3587487290117	musculo_sarcomero	Musculo/sarcomero	13.36	1.08e-03
ORA	P_OL_vs_P_BL	up	BP	GO:0019915	BP: lipid storage	lipid storage	1.75401987982473e-06	8.24389343517622e-05	2.76950507340747e-05	3	116.78125	116.78125	lipidos	Lipidos	116.78	8.24e-05
ORA	P_OL_vs_P_BL	up	CC	GO:0005811	CC: lipid droplet	lipid droplet	0.00145035513712977	0.0174042616455573	0.0137402065622821	2	30.2496570644719	30.2496570644719	lipidos	Lipidos	30.25	1.74e-02
ORA	P_OL_vs_P_BL	up	BP	GO:0038092	BP: nodal signaling pathway	nodal signaling pathway	0.00800209198300028	0.0421905210522088	0.0141737472739783	1	124.566666666667	124.566666666667	wnt_retinoides_senalizacion	Wnt/retinoides/senalizacion	124.57	4.22e-02
ORA	P_OL_vs_P_BL	up	BP	GO:0045821	BP: positive regulation of glycolytic process	positive regulation of glycolytic process	0.00800209198300028	0.0421905210522088	0.0141737472739783	1	124.566666666667	124.566666666667	other	Otros	124.57	4.22e-02
ORA	P_OL_vs_P_BL	up	BP	GO:0007586	BP: digestion	digestion	0.00879916199212005	0.0421905210522088	0.0141737472739783	1	113.242424242424	113.242424242424	other	Otros	113.24	4.22e-02
ORA	P_OL_vs_P_BL	down	CC	GO:0031012	CC: extracellular matrix	extracellular matrix	1.04981258995393e-07	5.03910043177884e-06	4.3097569482319e-06	8	12.5295454545455	-12.5295454545455	matriz_adhesion	Matriz extracelular/adhesion	-12.53	5.04e-06
ORA	P_OL_vs_P_BL	down	MF	GO:0050840	MF: extracellular matrix binding	extracellular matrix binding	2.33124324192599e-06	0.000153862053967116	0.000132512773751583	4	34.8213166144201	-34.8213166144201	matriz_adhesion	Matriz extracelular/adhesion	-34.82	1.54e-04
ORA	P_OL_vs_P_BL	down	CC	GO:0062023	CC: collagen-containing extracellular matrix	collagen-containing extracellular matrix	7.3357943184136e-06	0.000176059063641926	0.000150576830746384	6	11.6553911205074	-11.6553911205074	matriz_adhesion	Matriz extracelular/adhesion	-11.66	1.76e-04
ORA	P_OL_vs_P_BL	down	CC	GO:0036379	CC: myofilament	myofilament	1.68854533067863e-05	0.000270167252908582	0.00023106409788234	3	53.6980519480519	-53.6980519480519	musculo_sarcomero	Musculo/sarcomero	-53.70	2.70e-04
ORA	P_OL_vs_P_BL	down	BP	GO:0055005	BP: ventricular cardiac myofibril assembly	ventricular cardiac myofibril assembly	7.34061920606556e-06	0.000734061920606556	0.000594976504070577	3	69.4896694214876	-69.4896694214876	musculo_sarcomero	Musculo/sarcomero	-69.49	7.34e-04
GSEA	P_BD_vs_P_OD	NES_positive	CC	GO:0030018	CC: Z disc	Z disc	6.20447528505965e-08	4.03290893528877e-06	3.26551330792613e-06	39	1.83740666067435		musculo_sarcomero	Musculo/sarcomero	1.84	4.03e-06
GSEA	P_BD_vs_P_OD	NES_positive	BP	GO:0007015	BP: actin filament organization	actin filament organization	2.10280920408056e-05	0.001514022626938	0.00110674168635819	23	1.75844608106057		musculo_sarcomero	Musculo/sarcomero	1.76	1.51e-03
GSEA	P_BD_vs_P_OD	NES_positive	BP	GO:0045214	BP: sarcomere organization	sarcomere organization	6.51232151695159e-05	0.00234443574610257	0.00171376882025042	35	1.70418825473282		musculo_sarcomero	Musculo/sarcomero	1.70	2.34e-03
GSEA	P_BD_vs_P_OD	NES_positive	CC	GO:0030017	CC: sarcomere	sarcomere	0.000197519521843806	0.0064193844599237	0.00519788215378437	20	1.70931219002654		musculo_sarcomero	Musculo/sarcomero	1.71	6.42e-03
GSEA	P_BD_vs_P_OD	NES_positive	BP	GO:0055003	BP: cardiac myofibril assembly	cardiac myofibril assembly	0.000535547242635193	0.00963985036743348	0.00704667424519991	19	1.66669429287498		musculo_sarcomero	Musculo/sarcomero	1.67	9.64e-03
GSEA	P_BD_vs_P_OD	NES_positive	BP	GO:0030240	BP: skeletal muscle thin filament assembly	skeletal muscle thin filament assembly	0.000521543465998439	0.00963985036743348	0.00704667424519991	17	1.6650617340929		musculo_sarcomero	Musculo/sarcomero	1.67	9.64e-03
GSEA	P_BD_vs_P_OD	NES_positive	BP	GO:0030036	BP: actin cytoskeleton organization	actin cytoskeleton organization	0.000794125269162249	0.00979680610405947	0.0071614079708037	15	1.6687225565448		other	Otros	1.67	9.80e-03
GSEA	P_BD_vs_P_OD	NES_positive	BP	GO:0006936	BP: muscle contraction	muscle contraction	0.000816400508671622	0.00979680610405947	0.0071614079708037	27	1.65254486699849		musculo_sarcomero	Musculo/sarcomero	1.65	9.80e-03
GSEA	P_BD_vs_P_OD	NES_negative	CC	GO:0005747	CC: mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I	0.000324718174335696	0.00703556044394007	0.00569681007606484	12	-2.09617053859645		mitocondria_metabolismo	Mitocondria/metabolismo	-2.10	7.04e-03
GSEA	P_BD_vs_P_OD	NES_negative	BP	GO:0015986	BP: ATP synthesis coupled proton transport	ATP synthesis coupled proton transport	0.00119317477661292	0.0102214470918934	0.00747181804962967	11	-1.97747536112864		mitocondria_metabolismo	Mitocondria/metabolismo	-1.98	1.02e-02
GSEA	P_BD_vs_P_OD	NES_negative	MF	GO:0046933	MF: proton-transporting ATP synthase activity, rotational mechanism	proton-transporting ATP synthase activity, rotational mechanism	0.00256166187306186	0.0245919539813938	0.0210325922209289	10	-1.85258304969968		other	Otros	-1.85	2.46e-02
GSEA	P_BD_vs_P_OD	NES_negative	BP	GO:0042776	BP: mitochondrial ATP synthesis coupled proton transport	mitochondrial ATP synthesis coupled proton transport	0.00464571350296283	0.025730105554871	0.0188085566921572	10	-1.77755374033978		mitocondria_metabolismo	Mitocondria/metabolismo	-1.78	2.57e-02
ORA	P_BD_vs_P_OD	all_DEGs	CC	GO:0030018	CC: Z disc	Z disc	1.03400502326757e-06	3.82581858609e-05	3.04759375278862e-05	11	4.70712250712251	6.64730992074478	musculo_sarcomero	Musculo/sarcomero	6.65	3.83e-05
ORA	P_BD_vs_P_OD	all_DEGs	CC	GO:0005865	CC: striated muscle thin filament	striated muscle thin filament	0.000414138748351167	0.0051077112296644	0.00406873156274831	5	5.96031746031746	5.19194743282443	musculo_sarcomero	Musculo/sarcomero	5.19	5.11e-03
ORA	P_BD_vs_P_OD	all_DEGs	CC	GO:0030017	CC: sarcomere	sarcomere	0.000300823288734512	0.0051077112296644	0.00406873156274831	6	5.00666666666667	5.06439411689279	musculo_sarcomero	Musculo/sarcomero	5.06	5.11e-03
ORA	P_BD_vs_P_OD	all_DEGs	MF	GO:0051371	MF: muscle alpha-actinin binding	muscle alpha-actinin binding	0.000347061848397649	0.00694123696795297	0.00547992392206814	5	6.44444444444444	5.29325375256712	musculo_sarcomero	Musculo/sarcomero	5.29	6.94e-03
ORA	P_BD_vs_P_OD	all_DEGs	MF	GO:0008307	MF: structural constituent of muscle	structural constituent of muscle	0.000746298205690059	0.00746298205690059	0.00589182793965836	5	5.58518518518518	4.8094156213342	musculo_sarcomero	Musculo/sarcomero	4.81	7.46e-03
ORA	P_BD_vs_P_OD	up	CC	GO:0030018	CC: Z disc	Z disc	1.03400502326757e-06	3.82581858609e-05	3.04759375278862e-05	11	4.70712250712251	4.70712250712251	musculo_sarcomero	Musculo/sarcomero	4.71	3.83e-05
ORA	P_BD_vs_P_OD	up	CC	GO:0005865	CC: striated muscle thin filament	striated muscle thin filament	0.000414138748351167	0.0051077112296644	0.00406873156274831	5	5.96031746031746	5.96031746031746	musculo_sarcomero	Musculo/sarcomero	5.96	5.11e-03
ORA	P_BD_vs_P_OD	up	CC	GO:0030017	CC: sarcomere	sarcomere	0.000300823288734512	0.0051077112296644	0.00406873156274831	6	5.00666666666667	5.00666666666667	musculo_sarcomero	Musculo/sarcomero	5.01	5.11e-03
ORA	P_BD_vs_P_OD	up	MF	GO:0051371	MF: muscle alpha-actinin binding	muscle alpha-actinin binding	0.000347061848397649	0.00694123696795297	0.00547992392206814	5	6.44444444444444	6.44444444444444	musculo_sarcomero	Musculo/sarcomero	6.44	6.94e-03
ORA	P_BD_vs_P_OD	up	MF	GO:0008307	MF: structural constituent of muscle	structural constituent of muscle	0.000746298205690059	0.00746298205690059	0.00589182793965836	5	5.58518518518518	5.58518518518518	musculo_sarcomero	Musculo/sarcomero	5.59	7.46e-03
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0007275	BP: multicellular organism development	multicellular organism development	1.46271921546605e-07	0.00011604239109364	0.00010665019402591	234	1.88013267707049		desarrollo_morfogenesis	Desarrollo/morfogenesis	1.88	1.16e-04
GSEA	P_surface_x_pigmentation	NES_positive	CC	GO:0005576	CC: extracellular region	extracellular region	5.38091409432175e-06	0.000386657112777692	0.000347938806099001	339	1.62984290421856		other	Otros	1.63	3.87e-04
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0005102	MF: signaling receptor binding	signaling receptor binding	1.2089963306111e-05	0.00191988617301043	0.00177149778127437	179	1.78836049606673		wnt_retinoides_senalizacion	Wnt/retinoides/senalizacion	1.79	1.92e-03
GSEA	P_surface_x_pigmentation	NES_positive	CC	GO:0005887	CC: integral component of plasma membrane	integral component of plasma membrane	3.88337343998545e-05	0.00217037426701409	0.0019530416130921	452	1.48625630853468		other	Otros	1.49	2.17e-03
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0005509	MF: calcium ion binding	calcium ion binding	2.33926737477054e-05	0.00275285704613666	0.00254008816665931	475	1.49346657611545		other	Otros	1.49	2.75e-03
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0001946	BP: lymphangiogenesis	lymphangiogenesis	2.13078210127468e-05	0.00633907675129217	0.0058260068505905	57	2.11667578130956		other	Otros	2.12	6.34e-03
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0030947	BP: regulation of vascular endothelial growth factor receptor signaling pathway	regulation of vascular endothelial growth factor receptor signaling pathway	2.66994138685949e-05	0.00706051166747288	0.00648905052853102	13	2.25710119628615		other	Otros	2.26	7.06e-03
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0098609	BP: cell-cell adhesion	cell-cell adhesion	3.65379541688501e-05	0.00869603309218632	0.0079921967118811	89	1.93079794681394		matriz_adhesion	Matriz extracelular/adhesion	1.93	8.70e-03
GSEA	P_surface_x_pigmentation	NES_negative	CC	GO:0005739	CC: mitochondrion	mitochondrion	6.24197521165749e-31	3.13971353146372e-28	2.82531509580287e-28	460	-2.55237831834848		mitocondria_metabolismo	Mitocondria/metabolismo	-2.55	3.14e-28
GSEA	P_surface_x_pigmentation	NES_negative	CC	GO:0005743	CC: mitochondrial inner membrane	mitochondrial inner membrane	1.39730067514945e-10	3.51421119800086e-08	3.16231205428559e-08	84	-2.41154161177381		mitocondria_metabolismo	Mitocondria/metabolismo	-2.41	3.51e-08
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0003735	MF: structural constituent of ribosome	structural constituent of ribosome	9.65372687818737e-11	7.66505914128077e-08	7.07262516549306e-08	161	-2.21198572524007		traduccion_ribosoma	Traduccion/ribosoma	-2.21	7.67e-08
GSEA	P_surface_x_pigmentation	NES_negative	CC	GO:0005747	CC: mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I	1.48714933937013e-09	2.49345372567724e-07	2.24376917869879e-07	45	-2.49013980713783		mitocondria_metabolismo	Mitocondria/metabolismo	-2.49	2.49e-07
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0032981	BP: mitochondrial respiratory chain complex I assembly	mitochondrial respiratory chain complex I assembly	1.23027067772987e-10	2.9280442129971e-07	2.69105522981334e-07	34	-2.62523921469327		mitocondria_metabolismo	Mitocondria/metabolismo	-2.63	2.93e-07
GSEA	P_surface_x_pigmentation	NES_negative	CC	GO:0005762	CC: mitochondrial large ribosomal subunit	mitochondrial large ribosomal subunit	1.95609085644459e-08	2.45978425197908e-06	2.21347123229257e-06	59	-2.33877092525351		mitocondria_metabolismo	Mitocondria/metabolismo	-2.34	2.46e-06
GSEA	P_surface_x_pigmentation	NES_negative	CC	GO:0005840	CC: ribosome	ribosome	2.7814180051178e-08	2.79810651314851e-06	2.51791524673822e-06	163	-2.01810671105944		traduccion_ribosoma	Traduccion/ribosoma	-2.02	2.80e-06
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0006412	BP: translation	translation	4.46881556786602e-09	5.31789052576057e-06	4.88747302632926e-06	158	-2.13241982590648		traduccion_ribosoma	Traduccion/ribosoma	-2.13	5.32e-06
ORA	P_surface_x_pigmentation	all_DEGs	BP	GO:0019915	BP: lipid storage	lipid storage	6.25157104257496e-07	5.12628825491146e-05	1.38192623046394e-05	3	158.397321428571	21.6961449121889	lipidos	Lipidos	21.70	5.13e-05
ORA	P_surface_x_pigmentation	all_DEGs	MF	GO:0004993	MF: G protein-coupled serotonin receptor activity	G protein-coupled serotonin receptor activity	0.00612633753797787	0.0272340034166322	0.00597236917031408	1	139.583333333333	12.6919997346793	wnt_retinoides_senalizacion	Wnt/retinoides/senalizacion	12.69	2.72e-02
ORA	P_surface_x_pigmentation	all_DEGs	MF	GO:0008374	MF: O-acyltransferase activity	O-acyltransferase activity	0.0066354506579962	0.0272340034166322	0.00597236917031408	1	128.846153846154	12.1883206195505	lipidos	Lipidos	12.19	2.72e-02
ORA	P_surface_x_pigmentation	all_DEGs	MF	GO:0030371	MF: translation repressor activity	translation repressor activity	0.0066354506579962	0.0272340034166322	0.00597236917031408	1	128.846153846154	12.1883206195505	traduccion_ribosoma	Traduccion/ribosoma	12.19	2.72e-02
ORA	P_surface_x_pigmentation	all_DEGs	MF	GO:0031489	MF: myosin V binding	myosin V binding	0.0066354506579962	0.0272340034166322	0.00597236917031408	1	128.846153846154	12.1883206195505	musculo_sarcomero	Musculo/sarcomero	12.19	2.72e-02
ORA	P_surface_x_pigmentation	up	BP	GO:0019915	BP: lipid storage	lipid storage	1.79275163683089e-07	8.42593269310516e-06	1.698396287524e-06	3	221.75625	221.75625	lipidos	Lipidos	221.76	8.43e-06
ORA	P_surface_x_pigmentation	up	CC	GO:0005811	CC: lipid droplet	lipid droplet	0.000469519011122027	0.0145550893447829	0.00543653591825506	2	57.6246913580247	57.6246913580247	lipidos	Lipidos	57.62	1.46e-02
ORA	P_surface_x_pigmentation	up	MF	GO:0008374	MF: O-acyltransferase activity	O-acyltransferase activity	0.00553237223129055	0.023384826807874	0.00518223308761751	1	180.384615384615	180.384615384615	lipidos	Lipidos	180.38	2.34e-02
ORA	P_surface_x_pigmentation	up	MF	GO:0030371	MF: translation repressor activity	translation repressor activity	0.00553237223129055	0.023384826807874	0.00518223308761751	1	180.384615384615	180.384615384615	traduccion_ribosoma	Traduccion/ribosoma	180.38	2.34e-02
ORA	P_surface_x_pigmentation	up	MF	GO:0031489	MF: myosin V binding	myosin V binding	0.00553237223129055	0.023384826807874	0.00518223308761751	1	180.384615384615	180.384615384615	musculo_sarcomero	Musculo/sarcomero	180.38	2.34e-02
GSEA	P_OL_vs_N_OD	NES_positive	CC	GO:0062023	CC: collagen-containing extracellular matrix	collagen-containing extracellular matrix	1.08825044481541e-11	5.3541921884918e-09	4.92576517126973e-09	126	2.41391705387824		matriz_adhesion	Matriz extracelular/adhesion	2.41	5.35e-09
GSEA	P_OL_vs_N_OD	NES_positive	MF	GO:0005509	MF: calcium ion binding	calcium ion binding	2.64325339043376e-11	2.0511646309766e-08	1.86418923325328e-08	447	1.82955430235432		other	Otros	1.83	2.05e-08
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0010718	BP: positive regulation of epithelial to mesenchymal transition	positive regulation of epithelial to mesenchymal transition	4.59654816764819e-11	1.04801298222379e-07	8.76247234906408e-08	46	2.67827452501872		epidermis_epitelio	Epidermis/epitelio	2.68	1.05e-07
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0002040	BP: sprouting angiogenesis	sprouting angiogenesis	9.58692745619788e-10	1.09290973000656e-06	9.1378555911444e-07	100	2.38129287856874		other	Otros	2.38	1.09e-06
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0001570	BP: vasculogenesis	vasculogenesis	1.84457394678302e-09	1.4018761995551e-06	1.17211347986809e-06	82	2.41786225714108		other	Otros	2.42	1.40e-06
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0007275	BP: multicellular organism development	multicellular organism development	3.37535545809782e-09	1.7782137511329e-06	1.48677059247538e-06	216	1.96830482493786		desarrollo_morfogenesis	Desarrollo/morfogenesis	1.97	1.78e-06
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0001525	BP: angiogenesis	angiogenesis	3.89959155950197e-09	1.7782137511329e-06	1.48677059247538e-06	244	1.94970200096777		other	Otros	1.95	1.78e-06
GSEA	P_OL_vs_N_OD	NES_positive	MF	GO:0008201	MF: heparin binding	heparin binding	1.17861440377773e-08	4.57302388665759e-06	4.15616658174252e-06	92	2.27035827783361		matriz_adhesion	Matriz extracelular/adhesion	2.27	4.57e-06
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0045087	BP: innate immune response	innate immune response	6.15904134140093e-09	2.34043570973235e-06	1.95684629285563e-06	104	-2.18771629856415		inmunidad_inflamacion	Inmunidad/inflamacion	-2.19	2.34e-06
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0006511	BP: ubiquitin-dependent protein catabolic process	ubiquitin-dependent protein catabolic process	2.91878084828053e-06	0.0002893400145252	0.000241918174656111	247	-1.74548219923709		other	Otros	-1.75	2.89e-04
GSEA	P_OL_vs_N_OD	NES_negative	MF	GO:0004842	MF: ubiquitin-protein transferase activity	ubiquitin-protein transferase activity	1.91639223631257e-06	0.000297424075075711	0.000270312168069352	213	-1.80168506142784		other	Otros	-1.80	2.97e-04
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0016579	BP: protein deubiquitination	protein deubiquitination	3.44784315480354e-06	0.000327545099706337	0.000273861576901281	96	-1.99700764816156		other	Otros	-2.00	3.28e-04
GSEA	P_OL_vs_N_OD	NES_negative	CC	GO:0005770	CC: late endosome	late endosome	4.34607763566528e-06	0.000427654039349464	0.000393434396491805	104	-1.97370488805268		other	Otros	-1.97	4.28e-04
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0006955	BP: immune response	immune response	5.52165969100664e-06	0.000484207080595966	0.000404847194348705	83	-2.04062510004591		inmunidad_inflamacion	Inmunidad/inflamacion	-2.04	4.84e-04
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:1900016	BP: negative regulation of cytokine production involved in inflammatory response	negative regulation of cytokine production involved in inflammatory response	1.34632921852888e-05	0.000957403872130685	0.000800488648397355	12	-2.16367014957985		inmunidad_inflamacion	Inmunidad/inflamacion	-2.16	9.57e-04
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:1901223	BP: negative regulation of NIK/NF-kappaB signaling	negative regulation of NIK/NF-kappaB signaling	1.91537938688829e-05	0.00124773285774437	0.0010432337051593	20	-2.13062044450468		inmunidad_inflamacion	Inmunidad/inflamacion	-2.13	1.25e-03
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005739	CC: mitochondrion	mitochondrion	9.46926461698966e-32	4.6683474561759e-29	3.65812643624758e-29	453	2.67786823915823		mitocondria_metabolismo	Mitocondria/metabolismo	2.68	4.67e-29
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0030018	CC: Z disc	Z disc	2.98291248274243e-31	7.35287926996008e-29	5.76173095350774e-29	127	3.37190242480242		musculo_sarcomero	Musculo/sarcomero	3.37	7.35e-29
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0045214	BP: sarcomere organization	sarcomere organization	4.49750416210239e-20	1.03082795395387e-16	9.10862948198421e-17	90	3.10342291693109		musculo_sarcomero	Musculo/sarcomero	3.10	1.03e-16
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0006936	BP: muscle contraction	muscle contraction	6.90203003713891e-18	7.90972642256119e-15	6.98921357445014e-15	76	3.0466643595272		musculo_sarcomero	Musculo/sarcomero	3.05	7.91e-15
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0031430	CC: M band	M band	2.34337072475475e-15	3.85093922434697e-13	3.0176037052105e-13	37	3.02688752098916		musculo_sarcomero	Musculo/sarcomero	3.03	3.85e-13
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0007519	BP: skeletal muscle tissue development	skeletal muscle tissue development	5.66516026475794e-16	4.32818244227507e-13	3.82448012259448e-13	105	2.81943896318297		musculo_sarcomero	Musculo/sarcomero	2.82	4.33e-13
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005865	CC: striated muscle thin filament	striated muscle thin filament	6.26478014294934e-15	7.72134152618506e-13	6.05045871700634e-13	36	2.99463132018633		musculo_sarcomero	Musculo/sarcomero	2.99	7.72e-13
GSEA	P_BD_vs_N_BL	NES_positive	MF	GO:0051371	MF: muscle alpha-actinin binding	muscle alpha-actinin binding	4.73884009290622e-15	3.64416803144488e-12	3.1675404831531e-12	38	2.99086353273813		musculo_sarcomero	Musculo/sarcomero	2.99	3.64e-12
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0005764	CC: lysosome	lysosome	5.29992166889592e-10	3.26607672845711e-08	2.55930427958526e-08	185	-2.18232012865386		inmunidad_inflamacion	Inmunidad/inflamacion	-2.18	3.27e-08
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0035556	BP: intracellular signal transduction	intracellular signal transduction	2.63107578918901e-09	3.76901606801326e-07	3.33038803842083e-07	384	-1.89786575617305		other	Otros	-1.90	3.77e-07
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0006955	BP: immune response	immune response	7.41335061773115e-08	9.43966645324434e-06	8.34110326813728e-06	85	-2.26568200775959		inmunidad_inflamacion	Inmunidad/inflamacion	-2.27	9.44e-06
GSEA	P_BD_vs_N_BL	NES_negative	MF	GO:0004842	MF: ubiquitin-protein transferase activity	ubiquitin-protein transferase activity	7.29726627051813e-08	1.40289944050711e-05	1.21941160046816e-05	215	-2.00176068437857		other	Otros	-2.00	1.40e-05
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0042981	BP: regulation of apoptotic process	regulation of apoptotic process	2.8630458803051e-07	3.45373745139963e-05	3.05180070565486e-05	136	-2.06279482952989		other	Otros	-2.06	3.45e-05
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0007165	BP: signal transduction	signal transduction	3.7330914567981e-07	4.27812280949062e-05	3.78024629625239e-05	378	-1.73482925588202		other	Otros	-1.73	4.28e-05
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0045087	BP: innate immune response	innate immune response	1.30466777479729e-06	0.000135922660901608	0.000120104344435884	103	-2.05940894243405		inmunidad_inflamacion	Inmunidad/inflamacion	-2.06	1.36e-04
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0008544	BP: epidermis development	epidermis development	1.37845604219156e-06	0.000137366141247959	0.00012137983639252	33	-2.31416769197195		epidermis_epitelio	Epidermis/epitelio	-2.31	1.37e-04
ORA	P_BD_vs_N_BL	all_DEGs	CC	GO:0030018	CC: Z disc	Z disc	1.60890622927828e-15	3.15345620938544e-13	2.81135193747574e-13	22	8.25943872400565	12.8772458697521	musculo_sarcomero	Musculo/sarcomero	12.88	3.15e-13
ORA	P_BD_vs_N_BL	all_DEGs	CC	GO:0042383	CC: sarcolemma	sarcolemma	1.02594038198103e-08	1.00542157434141e-06	8.96347912678165e-07	11	8.88939591481964	9.4988242409275	other	Otros	9.50	1.01e-06
ORA	P_BD_vs_N_BL	all_DEGs	BP	GO:0007519	BP: skeletal muscle tissue development	skeletal muscle tissue development	5.93347356940901e-09	4.31956875852976e-06	4.00353321893808e-06	14	6.45641025641026	8.87273301438481	musculo_sarcomero	Musculo/sarcomero	8.87	4.32e-06
ORA	P_BD_vs_N_BL	all_DEGs	BP	GO:0006936	BP: muscle contraction	muscle contraction	1.11913425032633e-07	2.71576578079188e-05	2.51707036652342e-05	11	7.0086032388664	8.28549610797291	musculo_sarcomero	Musculo/sarcomero	8.29	2.72e-05
ORA	P_BD_vs_N_BL	all_DEGs	BP	GO:0045214	BP: sarcomere organization	sarcomere organization	7.47640993135752e-08	2.71576578079188e-05	2.51707036652342e-05	12	6.45641025641026	8.20907198071802	musculo_sarcomero	Musculo/sarcomero	8.21	2.72e-05
ORA	P_BD_vs_N_BL	up	CC	GO:0030018	CC: Z disc	Z disc	3.58510223827321e-17	6.34563096174358e-15	5.39652231655862e-15	22	10.1188935152739	10.1188935152739	musculo_sarcomero	Musculo/sarcomero	10.12	6.35e-15
ORA	P_BD_vs_N_BL	up	CC	GO:0042383	CC: sarcolemma	sarcolemma	1.59777194827785e-09	1.4140281742259e-07	1.20253362423017e-07	11	10.8906735291508	10.8906735291508	other	Otros	10.89	1.41e-07
ORA	P_BD_vs_N_BL	up	BP	GO:0045214	BP: sarcomere organization	sarcomere organization	1.06727841755682e-08	3.46865485705967e-06	3.12881093989026e-06	12	7.90994764397906	7.90994764397906	musculo_sarcomero	Musculo/sarcomero	7.91	3.47e-06
ORA	P_BD_vs_N_BL	up	BP	GO:0007519	BP: skeletal muscle tissue development	skeletal muscle tissue development	6.42876747262658e-09	3.46865485705967e-06	3.12881093989026e-06	13	7.34495138369484	7.34495138369484	musculo_sarcomero	Musculo/sarcomero	7.34	3.47e-06
ORA	P_BD_vs_N_BL	up	BP	GO:0006936	BP: muscle contraction	muscle contraction	1.85383007981857e-08	4.0166318396069e-06	3.62309948932963e-06	11	8.58645632405621	8.58645632405621	musculo_sarcomero	Musculo/sarcomero	8.59	4.02e-06
ORA	P_BD_vs_N_BL	down	BP	GO:0006955	BP: immune response	immune response	0.000102234307711752	0.0139038658487982	0.00936251028518147	4	12.4005471956224	-12.4005471956224	inmunidad_inflamacion	Inmunidad/inflamacion	-12.40	1.39e-02
ORA	P_BD_vs_N_BL	down	BP	GO:0019882	BP: antigen processing and presentation	antigen processing and presentation	0.000732318467641863	0.0497976557996467	0.0335324772025485	2	37.6445182724252	-37.6445182724252	inmunidad_inflamacion	Inmunidad/inflamacion	-37.64	4.98e-02
